update,gameplay_rollouts,trade_rollouts,gameplay_reward,gameplay_reward_avg_logged,trade_reward,trade_reward_avg_logged,trade_propose,trade_accept,trade_reject,trade_counter,trade_skip,gameplay_policy_loss,gameplay_value_loss,gameplay_entropy,gameplay_entropy_avg_logged,trade_policy_loss,trade_value_loss,trade_entropy,trade_entropy_avg_logged,tom_loss,total_loss,entropy_coef,gamma,gameplay_reward_ma10,trade_reward_ma10,gameplay_entropy_ma10,trade_entropy_ma10,gameplay_value_loss_ma10,trade_value_loss_ma10,gameplay_policy_loss_ma10,trade_policy_loss_ma10,tom_loss_ma10,total_loss_ma10,trade_propose_rate,trade_accept_rate,trade_reject_rate,trade_counter_rate,trade_skip_rate
128,781,503,0.0211,0.0255,0.0271,0.0267,249,245,1,3,5,-0.0762,0.4792,0.6312,0.685,0.1256,0.4768,1.5434,1.6024,1.602211,0.3603,0.0012,0.97538,0.021419999999999998,0.02692,0.6525399999999999,1.5797,0.5198400000000001,0.42543999999999993,-0.05008999999999998,0.06159000000000001,1.6074712999999998,0.31855,0.49502982107355864,0.4870775347912525,0.0019880715705765406,0.005964214711729622,0.009940357852882704
129,790,493,0.0275,0.025,0.0275,0.0267,243,246,0,1,3,0.0048,0.5154,0.6635,0.6799,0.0202,0.4199,1.5376,1.5969,1.604675,0.3313,0.0012,0.97565,0.02208,0.02707,0.65603,1.5794,0.51791,0.43136,-0.03743999999999997,0.04876000000000001,1.6071296,0.31968,0.49290060851926976,0.49898580121703856,0.0,0.002028397565922921,0.006085192697768763
130,799,489,0.0287,0.025,0.0269,0.0268,242,239,0,0,8,-0.0155,0.5545,0.6482,0.6763,-0.0737,0.457,1.5729,1.5936,1.611673,0.2367,0.0012,0.97593,0.022189999999999998,0.027000000000000003,0.65265,1.57676,0.52261,0.42854000000000003,-0.03418999999999998,0.02907000000000002,1.6073718,0.30405,0.4948875255623722,0.4887525562372188,0.0,0.0,0.016359918200409
131,787,498,0.0229,0.0245,0.0274,0.0268,244,247,0,3,4,0.1089,0.5495,0.7092,0.6773,-0.2228,0.4306,1.5354,1.5872,1.59605,0.2037,0.0012,0.97621,0.0222,0.02706,0.6520699999999999,1.57328,0.52248,0.42949000000000004,-0.020939999999999973,0.006660000000000016,1.6061647000000001,0.29535999999999996,0.4899598393574297,0.4959839357429719,0.0,0.006024096385542169,0.008032128514056224
132,787,497,0.0235,0.024,0.0273,0.0269,246,245,0,1,5,0.2398,0.5203,0.6874,0.6737,-0.317,0.4588,1.5528,1.5849,1.600245,0.2406,0.0012,0.97648,0.021899999999999996,0.02708,0.6500199999999999,1.57,0.52277,0.43673,0.014030000000000025,-0.042149999999999986,1.6058195999999998,0.2837,0.4949698189134809,0.49295774647887325,0.0,0.002012072434607646,0.01006036217303823
133,798,486,0.0217,0.0235,0.0258,0.0268,232,233,0,2,19,0.2629,0.545,0.615,0.6681,-0.486,0.4273,1.4848,1.5764,1.606048,0.0938,0.0012,0.97676,0.022340000000000002,0.02694,0.64356,1.55532,0.52562,0.44186,0.022610000000000026,-0.06841999999999998,1.6057542999999999,0.26835,0.4773662551440329,0.4794238683127572,0.0,0.00411522633744856,0.03909465020576132
134,799,490,0.0273,0.0231,0.0274,0.0269,243,243,0,0,4,0.2193,0.4774,0.693,0.6664,-0.3599,0.4461,1.5491,1.5705,1.604808,0.1642,0.0012,0.97704,0.02321,0.02697,0.64847,1.54527,0.5273,0.43942,0.034960000000000026,-0.08906999999999998,1.6054065999999998,0.26016,0.4959183673469388,0.4959183673469388,0.0,0.0,0.00816326530612245
135,784,498,0.016,0.0224,0.0265,0.0268,244,240,1,2,11,0.4358,0.5216,0.6109,0.6651,-0.6091,0.4284,1.5645,1.5685,1.601287,0.1384,0.0012,0.97731,0.022510000000000002,0.02697,0.6412899999999999,1.5421900000000002,0.53064,0.43711,0.08585000000000002,-0.15992999999999996,1.6043724999999998,0.24072999999999997,0.4899598393574297,0.4819277108433735,0.002008032128514056,0.004016064257028112,0.02208835341365462
136,811,481,0.0228,0.0223,0.0271,0.0268,236,237,0,1,7,0.2505,0.5962,0.6796,0.6627,-0.4962,0.4021,1.5468,1.5649,1.601594,0.0783,0.0012,0.97759,0.02271,0.026990000000000004,0.66401,1.54087,0.54684,0.43461,0.12150000000000002,-0.21667999999999998,1.6034309999999998,0.22330999999999998,0.49064449064449067,0.49272349272349275,0.0,0.002079002079002079,0.014553014553014554
137,794,491,0.0227,0.0222,0.027,0.0269,242,241,2,0,6,0.3793,0.5706,0.6525,0.6636,-0.5813,0.4281,1.5523,1.5649,1.609164,0.1229,0.0012,0.97786,0.02342,0.027000000000000003,0.65905,1.54396,0.5329699999999999,0.43750999999999995,0.18096000000000004,-0.30002,1.6037755,0.19702,0.49287169042769857,0.4908350305498982,0.004073319755600814,0.0,0.012219959266802444
138,784,498,0.0168,0.0222,0.0269,0.0269,244,244,0,1,9,0.4928,0.5127,0.6583,0.6571,-0.6804,0.4351,1.542,1.5618,1.606517,0.1248,0.0012,0.97814,0.022990000000000003,0.026980000000000004,0.66176,1.54382,0.5363199999999999,0.43334,0.23786000000000004,-0.38061999999999996,1.6042061,0.17346999999999999,0.4899598393574297,0.4899598393574297,0.0,0.002008032128514056,0.018072289156626505
139,797,489,0.027,0.0225,0.027,0.027,240,240,1,1,7,0.2678,0.5187,0.6181,0.6566,-0.4919,0.4587,1.5536,1.5624,1.612607,0.0962,0.0012,0.97842,0.022940000000000002,0.02693,0.65722,1.54542,0.5366500000000001,0.43722000000000005,0.26416000000000006,-0.43183,1.6049993,0.14996,0.49079754601226994,0.49079754601226994,0.002044989775051125,0.002044989775051125,0.014314928425357873
140,806,489,0.0167,0.022,0.0275,0.027,243,242,0,2,2,0.3432,0.5637,0.6848,0.6568,-0.5261,0.3875,1.5431,1.5596,1.604795,0.1308,0.0012,0.97869,0.021740000000000002,0.026990000000000004,0.66088,1.54244,0.53757,0.43027,0.30003,-0.47707,1.6043115000000001,0.13937,0.49693251533742333,0.4948875255623722,0.0,0.00408997955010225,0.00408997955010225
141,776,505,0.0088,0.0213,0.0274,0.027,250,250,0,2,3,0.399,0.6489,0.6549,0.6538,-0.7475,0.4206,1.5531,1.5587,1.606232,-0.0048,0.0012,0.97897,0.02033,0.026990000000000004,0.65545,1.54421,0.5475099999999999,0.42927,0.32904,-0.52954,1.6053297,0.11851999999999999,0.49504950495049505,0.49504950495049505,0.0,0.0039603960396039604,0.005940594059405941
142,788,499,0.0121,0.0205,0.0274,0.027,247,245,0,4,3,0.4637,0.5395,0.6393,0.6503,-0.7007,0.4639,1.5865,1.5588,1.606642,0.0905,0.0012,0.97925,0.019190000000000002,0.027000000000000003,0.65064,1.54758,0.54943,0.42978000000000005,0.35143,-0.56791,1.6059694,0.10350999999999999,0.49498997995991983,0.4909819639278557,0.0,0.008016032064128256,0.006012024048096192
143,808,481,0.0299,0.0212,0.0267,0.027,234,235,1,2,9,0.1285,0.5198,0.7143,0.6521,-0.2348,0.435,1.5531,1.5549,1.602486,0.2092,0.0012,0.97952,0.02001,0.027089999999999996,0.66057,1.5544099999999998,0.54691,0.43054999999999993,0.33799,-0.54279,1.6056131999999999,0.11505000000000001,0.4864864864864865,0.4885654885654886,0.002079002079002079,0.004158004158004158,0.018711018711018712
144,793,489,0.0173,0.0211,0.0262,0.027,237,237,0,0,15,0.2337,0.5637,0.6388,0.6518,-0.3839,0.4235,1.4642,1.5456,1.60229,0.1737,0.0012,0.9798,0.01901,0.02697,0.65515,1.54592,0.5555399999999999,0.42828999999999995,0.33943,-0.54519,1.6053614,0.11599999999999999,0.48466257668711654,0.48466257668711654,0.0,0.0,0.03067484662576687
145,785,497,0.0264,0.0213,0.0268,0.027,244,243,0,0,10,0.1084,0.5124,0.6557,0.6505,-0.1685,0.4073,1.4744,1.5395,1.599497,0.2471,0.0012,0.98008,0.02005,0.027000000000000003,0.65963,1.53691,0.55462,0.42618,0.30669,-0.50113,1.6051824,0.12686999999999998,0.4909456740442656,0.48893360160965793,0.0,0.0,0.02012072434607646
146,800,487,0.0288,0.0217,0.0269,0.027,238,239,0,2,8,0.1004,0.4664,0.7179,0.6637,-0.1879,0.4671,1.4829,1.5357,1.607097,0.2239,0.0012,0.98035,0.020649999999999998,0.026979999999999997,0.66346,1.5305199999999999,0.54164,0.43268000000000006,0.29168000000000005,-0.47029999999999994,1.6057327000000001,0.14143,0.4887063655030801,0.49075975359342916,0.0,0.004106776180698152,0.01642710472279261
147,787,497,0.0374,0.0228,0.0275,0.027,247,247,0,0,3,0.195,0.4957,0.6292,0.6601,-0.2744,0.4304,1.4911,1.5342,1.605004,0.2304,0.0012,0.98063,0.02212,0.02703,0.66113,1.5244,0.53415,0.43291,0.27325000000000005,-0.43960999999999995,1.6053167000000002,0.15218,0.4969818913480885,0.4969818913480885,0.0,0.0,0.006036217303822937
148,792,492,0.0317,0.0233,0.0272,0.027,243,243,0,0,6,0.0328,0.5022,0.6717,0.6621,-0.1211,0.3968,1.4646,1.5302,1.608291,0.2152,0.0012,0.9809,0.02361,0.02706,0.66247,1.51666,0.5330999999999999,0.42908,0.22725000000000004,-0.38367999999999997,1.6054941,0.16122,0.49390243902439024,0.49390243902439024,0.0,0.0,0.012195121951219513
149,770,510,0.0181,0.0228,0.027,0.027,251,251,0,0,8,-0.0021,0.5621,0.5935,0.6586,-0.1049,0.3876,1.4635,1.5265,1.603286,0.2092,0.0012,0.98118,0.02272,0.02706,0.66001,1.50765,0.5374399999999999,0.42196999999999996,0.20026000000000002,-0.34498,1.604562,0.17251999999999998,0.492156862745098,0.492156862745098,0.0,0.0,0.01568627450980392
150,788,496,0.0257,0.0227,0.027,0.027,245,243,1,0,7,-0.0212,0.5046,0.5347,0.6529,0.0399,0.4531,1.4747,1.5216,1.613805,0.3379,0.001193,0.98146,0.023620000000000002,0.02701,0.6449999999999999,1.50081,0.53153,0.42853,0.16382000000000002,-0.28837999999999997,1.6054629999999999,0.19322999999999999,0.4939516129032258,0.4899193548387097,0.0020161290322580645,0.0,0.014112903225806451
151,823,472,0.038,0.0234,0.0275,0.027,234,235,0,0,3,0.0112,0.4675,0.752,0.6551,0.0251,0.444,1.4866,1.5192,1.60391,0.3435,0.001184,0.98173,0.02654,0.02702,0.65471,1.4941600000000002,0.51339,0.43087,0.12504000000000004,-0.21111999999999997,1.6052308,0.22806,0.4957627118644068,0.4978813559322034,0.0,0.0,0.006355932203389831
152,788,495,0.0249,0.0235,0.027,0.027,243,244,0,0,8,-0.1157,0.5344,0.6419,0.6528,0.2126,0.4368,1.4924,1.5162,1.605124,0.4195,0.001175,0.98201,0.02782,0.026979999999999997,0.6549699999999999,1.48475,0.51288,0.42816,0.06710000000000002,-0.11978999999999998,1.605079,0.26095999999999997,0.4909090909090909,0.49292929292929294,0.0,0.0,0.01616161616161616
153,778,503,0.0124,0.0231,0.0271,0.0271,250,246,0,1,6,-0.163,0.4389,0.6433,0.6542,0.3122,0.467,1.511,1.5175,1.601837,0.4558,0.001166,0.98229,0.02607,0.02702,0.64787,1.48054,0.5047900000000001,0.43136,0.037950000000000025,-0.06508999999999998,1.6050141,0.28562,0.4970178926441352,0.48906560636182905,0.0,0.0019880715705765406,0.011928429423459244
154,780,503,0.0195,0.0227,0.0272,0.027,247,248,0,2,6,-0.2173,0.4994,0.6724,0.6532,0.3945,0.4066,1.4801,1.514,1.601853,0.4841,0.001157,0.98256,0.02629,0.02712,0.65123,1.4821300000000002,0.49836,0.42967000000000005,-0.007149999999999971,0.012750000000000022,1.6049703999999998,0.31666,0.49105367793240556,0.49304174950298213,0.0,0.003976143141153081,0.011928429423459244
155,811,475,0.0293,0.0233,0.0259,0.027,227,229,0,1,18,-0.0906,0.4994,0.637,0.6545,0.1344,0.4378,1.41,1.5063,1.59701,0.3586,0.001148,0.98284,0.026580000000000003,0.02703,0.6493599999999999,1.47569,0.49706,0.43272000000000005,-0.02704999999999997,0.04304000000000002,1.6047217,0.32781000000000005,0.47789473684210526,0.48210526315789476,0.0,0.002105263157894737,0.037894736842105266
156,778,503,0.0221,0.0233,0.0271,0.027,249,247,0,0,7,0.0509,0.4497,0.6023,0.6506,0.038,0.4057,1.4759,1.5028,1.597099,0.3835,0.001139,0.98312,0.02591,0.027049999999999998,0.6378,1.47499,0.49539,0.42658000000000007,-0.031999999999999966,0.06563000000000002,1.6037219,0.34377,0.49502982107355864,0.49105367793240556,0.0,0.0,0.013916500994035786
157,781,503,0.0199,0.0231,0.0273,0.027,248,249,1,1,4,-0.0981,0.5205,0.6315,0.6496,0.1045,0.4644,1.4689,1.4986,1.601461,0.334,0.00113,0.98339,0.02416,0.02703,0.6380299999999999,1.47277,0.49787,0.42998000000000003,-0.061309999999999976,0.10352000000000001,1.6033676,0.35413,0.49304174950298213,0.49502982107355864,0.0019880715705765406,0.0019880715705765406,0.007952286282306162
158,797,491,0.0322,0.0239,0.0274,0.0271,243,244,0,0,4,0.0775,0.4656,0.6304,0.6482,-0.0962,0.4588,1.44,1.4935,1.602332,0.2942,0.001121,0.98367,0.02421,0.02705,0.6338999999999999,1.47031,0.49421,0.43618000000000007,-0.05683999999999998,0.10601000000000002,1.6027717,0.36202999999999996,0.49490835030549896,0.4969450101832994,0.0,0.0,0.008146639511201629
159,805,483,0.0241,0.0238,0.0271,0.0271,238,238,0,0,7,0.0601,0.4404,0.7129,0.6529,-0.0786,0.4796,1.4087,1.4862,1.594741,0.2932,0.001112,0.98394,0.02481,0.02706,0.64584,1.46483,0.48204,0.44538,-0.050619999999999964,0.10864000000000003,1.6019172000000002,0.37043,0.4927536231884058,0.4927536231884058,0.0,0.0,0.014492753623188406
160,778,503,0.0203,0.0239,0.0272,0.027,248,248,0,1,6,-0.0135,0.5235,0.6487,0.6511,0.1228,0.4723,1.4504,1.4816,1.587202,0.4399,0.001103,0.98422,0.02427,0.02708,0.65724,1.4624000000000001,0.48392999999999997,0.4473,-0.04984999999999997,0.11693000000000002,1.5992568999999999,0.38063,0.49304174950298213,0.49304174950298213,0.0,0.0019880715705765406,0.011928429423459244
161,793,493,0.0262,0.0248,0.0277,0.0271,246,246,0,0,1,-0.1612,0.4855,0.6786,0.6523,0.228,0.4002,1.4506,1.4765,1.591387,0.3703,0.001094,0.9845,0.02309,0.027100000000000003,0.6498999999999999,1.4587999999999999,0.48572999999999994,0.4429200000000001,-0.06708999999999997,0.13722000000000004,1.5980045999999999,0.38331,0.49898580121703856,0.49898580121703856,0.0,0.0,0.002028397565922921
162,789,496,0.0208,0.0252,0.0271,0.027,245,244,0,0,7,0.1198,0.5263,0.6954,0.6551,-0.1547,0.3916,1.4229,1.4683,1.602888,0.2777,0.001085,0.98477,0.02268,0.027110000000000002,0.65525,1.45185,0.48491999999999996,0.4384,-0.04353999999999997,0.10049000000000001,1.597781,0.36913,0.4939516129032258,0.49193548387096775,0.0,0.0,0.014112903225806451
163,787,497,0.0259,0.025,0.027,0.0271,244,244,0,1,8,0.1409,0.5057,0.7786,0.6583,-0.1947,0.4351,1.4476,1.463,1.599947,0.2647,0.001076,0.98505,0.024030000000000003,0.027100000000000003,0.66878,1.44551,0.49160000000000004,0.43521,-0.013149999999999972,0.04980000000000002,1.5975920000000001,0.35002,0.4909456740442656,0.4909456740442656,0.0,0.002012072434607646,0.01609657947686117
164,762,513,0.0195,0.0252,0.0272,0.0271,252,252,0,3,6,-0.0258,0.5771,0.6125,0.657,0.0564,0.2942,1.2846,1.454,1.611607,0.3327,0.001067,0.98533,0.02403,0.027099999999999996,0.66279,1.42596,0.49937000000000004,0.42397,0.006000000000000026,0.015990000000000015,1.5985673999999999,0.33487999999999996,0.49122807017543857,0.49122807017543857,0.0,0.005847953216374269,0.011695906432748537
165,775,508,0.0203,0.0249,0.0273,0.0271,250,251,0,2,5,0.2173,0.4989,0.6648,0.6575,-0.2805,0.4287,1.4702,1.4538,1.608342,0.2531,0.001058,0.9856,0.02313,0.027240000000000004,0.66557,1.4319799999999998,0.49932,0.42306,0.036790000000000024,-0.025499999999999988,1.5997006,0.32433,0.4921259842519685,0.4940944881889764,0.0,0.003937007874015748,0.00984251968503937
166,788,495,0.0175,0.0243,0.027,0.0271,243,243,0,1,8,0.119,0.5209,0.6149,0.6523,-0.1602,0.3764,1.4663,1.453,1.614494,0.2682,0.001048,0.98588,0.02267,0.027229999999999997,0.66683,1.43102,0.50644,0.42013,0.04360000000000003,-0.045319999999999985,1.6014401,0.3128,0.4909090909090909,0.4909090909090909,0.0,0.00202020202020202,0.01616161616161616
167,808,481,0.0265,0.0237,0.0271,0.0271,238,237,0,0,6,-0.0005,0.4878,0.745,0.6581,-0.0092,0.4122,1.5157,1.4542,1.605932,0.3002,0.001039,0.98616,0.023329999999999997,0.02721,0.67818,1.4357,0.5031700000000001,0.41491,0.05336000000000002,-0.05668999999999998,1.6018872000000002,0.30942000000000003,0.49480249480249483,0.49272349272349275,0.0,0.0,0.012474012474012475
168,795,492,0.0159,0.023,0.0273,0.0271,243,243,0,1,5,0.0776,0.5306,0.7775,0.6634,-0.1246,0.4354,1.4736,1.4547,1.601924,0.2795,0.00103,0.98643,0.021700000000000004,0.027200000000000002,0.69289,1.43906,0.5096700000000001,0.41257,0.05337000000000003,-0.059529999999999986,1.6018464,0.30795000000000006,0.49390243902439024,0.49390243902439024,0.0,0.0020325203252032522,0.01016260162601626
169,778,504,0.0236,0.0232,0.0271,0.0271,247,247,0,3,7,0.0666,0.4415,0.7265,0.67,-0.0977,0.526,1.4406,1.4535,1.592076,0.2956,0.001021,0.98671,0.02165,0.027199999999999995,0.69425,1.44225,0.5097799999999999,0.41721,0.054020000000000026,-0.06143999999999998,1.6015799000000002,0.30819,0.49007936507936506,0.49007936507936506,0.0,0.005952380952380952,0.013888888888888888
170,771,507,0.018,0.0228,0.0269,0.0271,248,249,0,1,9,-0.0687,0.4275,0.5813,0.6724,0.1794,0.5088,1.4456,1.4521,1.608745,0.4309,0.001012,0.98698,0.02142,0.02717,0.68751,1.44177,0.50018,0.42085999999999996,0.04850000000000002,-0.05577999999999998,1.6037341999999999,0.30729,0.4891518737672584,0.4911242603550296,0.0,0.0019723865877712033,0.01775147928994083
171,764,511,0.0201,0.0219,0.0271,0.0271,253,251,0,0,7,-0.002,0.5423,0.5633,0.6629,0.0005,0.4094,1.4595,1.4507,1.600426,0.3225,0.001003,0.98726,0.02081,0.027110000000000002,0.67598,1.44266,0.50586,0.42178000000000004,0.06442000000000002,-0.07852999999999999,1.6046381,0.30251,0.49510763209393344,0.4911937377690802,0.0,0.0,0.0136986301369863
172,797,487,0.0241,0.0219,0.0256,0.027,232,232,1,2,20,0.0213,0.5256,0.5911,0.6604,0.0155,0.3706,1.4033,1.4463,1.604658,0.3475,0.000994,0.98754,0.02114,0.02696,0.66555,1.4407,0.50579,0.41968000000000005,0.05457000000000002,-0.061509999999999974,1.6048151000000002,0.30949,0.47638603696098564,0.47638603696098564,0.002053388090349076,0.004106776180698152,0.04106776180698152
173,781,500,0.0264,0.0226,0.0268,0.027,245,244,1,1,9,0.0944,0.4685,0.633,0.6599,-0.0416,0.38,1.4412,1.4428,1.610496,0.3522,0.000985,0.98781,0.02119,0.02694,0.65099,1.4400600000000001,0.50207,0.41417000000000004,0.04992000000000003,-0.04619999999999998,1.60587,0.31824,0.49,0.488,0.002,0.002,0.018
174,777,502,0.0245,0.0229,0.0263,0.027,244,243,1,0,14,0.0353,0.4504,0.5166,0.6521,-0.0269,0.5095,1.456,1.4416,1.599876,0.3354,0.000976,0.98809,0.02169,0.026850000000000002,0.6414,1.4572,0.4894,0.4356999999999999,0.056030000000000024,-0.05452999999999999,1.6046969,0.31851,0.4860557768924303,0.48406374501992033,0.00199203187250996,0.0,0.027888446215139442
175,763,511,0.0116,0.022,0.0273,0.027,253,253,0,0,5,0.0757,0.5573,0.548,0.6476,-0.1159,0.4171,1.4787,1.445,1.595328,0.2904,0.000967,0.98837,0.020819999999999998,0.026850000000000002,0.6297200000000001,1.45805,0.49524,0.43454,0.041870000000000025,-0.03806999999999998,1.6033955,0.32223999999999997,0.49510763209393344,0.49510763209393344,0.0,0.0,0.009784735812133072
176,786,496,0.0251,0.0221,0.0266,0.027,242,242,0,0,12,-0.077,0.4838,0.6718,0.6511,0.1041,0.5089,1.4828,1.4454,1.603739,0.363,0.000958,0.98864,0.02158,0.02681,0.63541,1.4597,0.49153,0.44779,0.022270000000000026,-0.011639999999999975,1.60232,0.33172,0.4879032258064516,0.4879032258064516,0.0,0.0,0.024193548387096774
177,766,510,0.0121,0.0217,0.0268,0.027,251,249,0,0,10,-0.1081,0.5392,0.6126,0.6502,0.1596,0.4263,1.5006,1.4469,1.601381,0.3809,0.000949,0.98892,0.02014,0.026779999999999998,0.6221699999999999,1.4581899999999999,0.49666999999999994,0.44919999999999993,0.011510000000000025,0.005240000000000024,1.6018649,0.33979,0.492156862745098,0.48823529411764705,0.0,0.0,0.0196078431372549
178,801,486,0.0184,0.021,0.0266,0.0269,238,237,0,0,11,-0.062,0.491,0.6511,0.6512,0.1299,0.4216,1.4587,1.4479,1.602514,0.3845,0.00094,0.9892,0.02039,0.02671,0.60953,1.4567,0.49271000000000004,0.44782,-0.0024499999999999743,0.030690000000000023,1.6019238999999998,0.35029000000000005,0.4897119341563786,0.4876543209876543,0.0,0.0,0.02263374485596708
179,779,501,0.0199,0.0208,0.0273,0.027,246,249,0,0,6,0.1538,0.4425,0.6502,0.6481,-0.0644,0.4578,1.4807,1.4515,1.600855,0.4031,0.000931,0.98947,0.02002,0.026729999999999997,0.6019,1.46071,0.49280999999999997,0.441,0.006270000000000024,0.03402000000000002,1.6028018,0.36103999999999997,0.49101796407185627,0.49700598802395207,0.0,0.0,0.011976047904191617
180,767,507,0.0162,0.0206,0.0266,0.0269,248,247,0,0,12,-0.0607,0.5179,0.5897,0.6451,0.0902,0.4506,1.4907,1.4535,1.601917,0.3607,0.000922,0.98975,0.01984,0.0267,0.6027399999999999,1.46522,0.50185,0.43518,0.007070000000000023,0.02510000000000002,1.602119,0.35402,0.4891518737672584,0.48717948717948717,0.0,0.0,0.023668639053254437
181,779,504,0.0192,0.0203,0.0268,0.0269,247,247,0,0,10,-0.0427,0.4699,0.6601,0.6442,0.0362,0.5041,1.5397,1.4579,1.602816,0.3263,0.000913,0.99003,0.01975,0.02667,0.61242,1.4732399999999999,0.49461000000000005,0.44465000000000005,0.0030000000000000243,0.028670000000000022,1.602358,0.35439999999999994,0.49007936507936506,0.49007936507936506,0.0,0.0,0.01984126984126984
182,790,492,0.0238,0.0204,0.0273,0.0269,242,243,0,2,5,-0.0585,0.5043,0.629,0.6409,0.0797,0.4338,1.5387,1.4637,1.6026,0.3454,0.000904,0.9903,0.019719999999999998,0.026839999999999996,0.6162099999999999,1.48678,0.49248000000000003,0.45097,-0.004979999999999976,0.035090000000000024,1.6021521999999997,0.35419,0.491869918699187,0.49390243902439024,0.0,0.0040650406504065045,0.01016260162601626
183,789,495,0.0239,0.0203,0.0265,0.0269,240,241,0,1,13,0.1017,0.4669,0.6231,0.6331,-0.1051,0.4518,1.516,1.4672,1.605281,0.3164,0.000895,0.99058,0.019469999999999998,0.02681,0.61522,1.4942600000000001,0.49232,0.45814999999999995,-0.004249999999999978,0.028740000000000022,1.6016307,0.35061,0.48484848484848486,0.4868686868686869,0.0,0.00202020202020202,0.026262626262626262
184,769,506,0.0255,0.0206,0.0267,0.0268,250,246,0,0,10,0.1694,0.413,0.5513,0.63,-0.1468,0.4214,1.5087,1.4784,1.597707,0.3214,0.000886,0.99085,0.019569999999999997,0.026850000000000002,0.6186900000000001,1.4995299999999998,0.48857999999999996,0.44933999999999996,0.009160000000000024,0.016750000000000022,1.6014138,0.34920999999999996,0.49407114624505927,0.48616600790513836,0.0,0.0,0.019762845849802372
185,761,514,0.0207,0.0206,0.027,0.0268,251,254,0,0,9,-0.0998,0.503,0.579,0.6258,0.3213,0.3201,1.5363,1.4817,1.608179,0.5184,0.000877,0.99113,0.020479999999999998,0.02682,0.6217900000000001,1.50529,0.48315,0.43964,-0.008389999999999977,0.060470000000000024,1.6026989,0.37201,0.4883268482490272,0.49416342412451364,0.0,0.0,0.017509727626459144
186,768,508,0.0194,0.0207,0.0266,0.0268,246,247,0,3,12,0.0228,0.5008,0.5638,0.6232,-0.0375,0.4546,1.5137,1.484,1.601278,0.3152,0.000868,0.99141,0.01991,0.02682,0.6109899999999999,1.50838,0.48484999999999995,0.43421000000000004,0.0015900000000000233,0.046310000000000025,1.6024528,0.36723,0.484251968503937,0.4862204724409449,0.0,0.005905511811023622,0.023622047244094488
187,783,498,0.0317,0.021,0.026,0.0267,241,239,0,1,17,0.0311,0.5451,0.5561,0.6138,-0.106,0.3742,1.5302,1.4848,1.598583,0.246,0.000859,0.99168,0.021869999999999997,0.026739999999999996,0.60534,1.5113400000000001,0.48544,0.429,0.015510000000000024,0.01975000000000002,1.602173,0.35374,0.4839357429718876,0.4799196787148594,0.0,0.002008032128514056,0.03413654618473896
188,781,497,0.0251,0.0215,0.026,0.0267,238,238,1,3,17,0.137,0.4322,0.6397,0.6069,-0.1053,0.438,1.4776,1.485,1.598192,0.3407,0.000849,0.99196,0.022539999999999998,0.02668,0.6042,1.5132299999999999,0.47955999999999993,0.43064,0.035410000000000025,-0.003769999999999979,1.6017408,0.34936,0.4788732394366197,0.4788732394366197,0.002012072434607646,0.006036217303822937,0.03420523138832998
189,762,513,0.0188,0.0212,0.0273,0.0267,254,253,0,2,4,0.0233,0.5173,0.5061,0.5958,0.1361,0.3793,1.071,1.4665,1.603754,0.4759,0.00084,0.99224,0.02243,0.026680000000000002,0.58979,1.47226,0.48704000000000003,0.42279,0.022360000000000026,0.016280000000000024,1.6020306999999998,0.35664,0.4951267056530214,0.49317738791423,0.0,0.003898635477582846,0.007797270955165692
190,778,504,0.0203,0.0213,0.0272,0.0267,248,249,1,1,5,0.0025,0.5476,0.5234,0.5929,-0.0554,0.4296,1.5824,1.4733,1.613734,0.2844,0.000831,0.99251,0.02284,0.026739999999999996,0.58316,1.48143,0.49001,0.42069,0.02868000000000002,0.0017200000000000223,1.6032123999999999,0.34901,0.49206349206349204,0.49404761904761907,0.001984126984126984,0.001984126984126984,0.00992063492063492
191,773,509,0.0222,0.0214,0.0273,0.0267,253,251,0,1,4,0.0289,0.5127,0.53,0.5913,-0.1705,0.4459,1.5713,1.4789,1.598405,0.1905,0.000822,0.99279,0.02314,0.02679,0.57015,1.48459,0.49429,0.41486999999999996,0.035840000000000025,-0.018949999999999977,1.6027713000000001,0.33543,0.49705304518664045,0.4931237721021611,0.0,0.0019646365422396855,0.007858546168958742
192,765,510,0.0163,0.0211,0.0269,0.0268,250,250,0,1,9,0.1648,0.5229,0.5352,0.5885,-0.2484,0.4162,1.5308,1.4853,1.595182,0.2438,0.000813,0.99307,0.02239,0.026750000000000003,0.56077,1.4838,0.49615,0.41311,0.05817000000000002,-0.05175999999999999,1.6020295,0.32527,0.49019607843137253,0.49019607843137253,0.0,0.00196078431372549,0.01764705882352941
193,763,513,0.0199,0.0207,0.027,0.0268,251,252,0,2,8,0.1531,0.4862,0.5417,0.5839,-0.1841,0.3784,1.3115,1.4788,1.601438,0.2786,0.000804,0.99334,0.021990000000000003,0.0268,0.55263,1.46335,0.49808,0.40576999999999996,0.06331000000000002,-0.05965999999999998,1.6016452,0.32149,0.48927875243664715,0.49122807017543857,0.0,0.003898635477582846,0.015594541910331383
194,764,512,0.0107,0.02,0.0268,0.0268,250,251,0,1,10,0.1343,0.529,0.5203,0.5841,-0.2013,0.4363,1.5342,1.4827,1.587515,0.2671,0.000795,0.99362,0.02051,0.02681,0.54953,1.4659,0.50968,0.40726000000000007,0.059800000000000034,-0.06510999999999997,1.600626,0.31606,0.48828125,0.490234375,0.0,0.001953125,0.01953125
